%Change,,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Variable,,A,Air Density @25C and 1.02 atm (kg/m^3),Air Flow Rate (L/min),Air Flow Rate (scfm),Air Molar Flow Rate (mol/min),CO2 Flow Rate (L/min),CO2 Molar Flow Rate (mol/min),CO2 concentration in gas-phase @inlet (% v/v),CO2 concentration in gas-phase @outlet (% v/v),CO2 mole fraction in Liquid-phase @inlet,CO2 mole fraction in Liquid-phase @outlet,CO2 mole fraction in gas-phase @Equilibrium,CO2 mole fraction in gas-phase @inlet,CO2 mole fraction in gas-phase @outlet,CO2_transferred,D Diameter (m),H,HOG,K,Kya,L_V,Lt Height (m),Molar Mass Air (g/mol),Molar Mass Water (g/mol),NOG,R,Room Pressure (atm),Room Temp (K),V,Water Flow Rate (L/min),Water Flow Rate (gpm),Water Molar Flow Rate (mol/min),Water Temp (K),superficial_velocity,A,Air Density @25C and 1.02 atm (kg/m^3),Air Flow Rate (L/min),Air Flow Rate (scfm),Air Molar Flow Rate (mol/min),CO2 Flow Rate (L/min),CO2 Molar Flow Rate (mol/min),CO2 concentration in gas-phase @inlet (% v/v),CO2 concentration in gas-phase @outlet (% v/v),CO2 mole fraction in Liquid-phase @inlet,CO2 mole fraction in Liquid-phase @outlet,CO2 mole fraction in gas-phase @Equilibrium,CO2 mole fraction in gas-phase @inlet,CO2 mole fraction in gas-phase @outlet,CO2_transferred,D Diameter (m),H,HOG,K,Kya,L_V,Lt Height (m),Molar Mass Air (g/mol),Molar Mass Water (g/mol),NOG,R,Room Pressure (atm),Room Temp (K),V,Water Flow Rate (L/min),Water Flow Rate (gpm),Water Molar Flow Rate (mol/min),Water Temp (K),superficial_velocity,A,Air Density @25C and 1.02 atm (kg/m^3),Air Flow Rate (L/min),Air Flow Rate (scfm),Air Molar Flow Rate (mol/min),CO2 Flow Rate (L/min),CO2 Molar Flow Rate (mol/min),CO2 concentration in gas-phase @inlet (% v/v),CO2 concentration in gas-phase @outlet (% v/v),CO2 mole fraction in Liquid-phase @inlet,CO2 mole fraction in Liquid-phase @outlet,CO2 mole fraction in gas-phase @Equilibrium,CO2 mole fraction in gas-phase @inlet,CO2 mole fraction in gas-phase @outlet,CO2_transferred,D Diameter (m),H,HOG,K,Kya,L_V,Lt Height (m),Molar Mass Air (g/mol),Molar Mass Water (g/mol),NOG,R,Room Pressure (atm),Room Temp (K),V,Water Flow Rate (L/min),Water Flow Rate (gpm),Water Molar Flow Rate (mol/min),Water Temp (K),superficial_velocity
Parameter,Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Room Pressure (atm),5,0.09488149120852485,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.4699342427216598,8.91,8.22,0.0,0.007563409120686476,6.1491131062491675e-06,0.0891,0.08220000000000001,0.03427168683307123,0.1,1230.0,8.869879270419503,1337.2472276581864,2.6676340093142747,126.88001107467443,1.5,28.9647,18.02,0.16911165916343496,0.08206,0.9198000000000001,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.11357827185939615,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.5743640744375842,8.91,8.22,0.0,0.007721202759984135,6.27740061787328e-06,0.0891,0.08220000000000001,0.034992252671911105,0.1,1230.0,10.996740925452134,1094.1113680839708,2.6676380095476255,124.26727840869708,1.5,28.9647,18.02,0.13640405008798798,0.08206,1.1242,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
Water Temp (K),1,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,268.335,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,327.965,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
Water Temp (K),2,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,268.335,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,327.965,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
Water Temp (K),3,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,268.335,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,327.965,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682
Water Temp (K),4,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,268.335,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,327.965,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347
Water Temp (K),5,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,268.335,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,327.965,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
Air Density @25C and 1.02 atm (kg/m^3),1,0.08072552930910934,1.089441,158.5743409152,5.6,5.964411457429092,12.5,0.522149158579622,6.05,5.62,0.0,0.004654672425468729,3.7842865247713245e-06,0.0605,0.0562,0.02789221064883746,0.1,1230.0,8.331409219549265,1203.5225048923678,5.769999486405092,97.15499124286153,1.5,28.9647,18.02,0.18004157045609037,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.0670291882744074,1.3315390000000003,158.5743409152,5.6,7.28983622574667,12.5,0.522149158579622,6.05,5.62,0.0,0.0045868599022412535,3.7291543920660596e-06,0.0605,0.0562,0.03359153715260304,0.1,1230.0,20.35335029497952,1203.5225048923678,5.76999402931798,80.67113657291692,1.5,28.9647,18.02,0.07369794054839213,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
Air Density @25C and 1.02 atm (kg/m^3),2,0.08640018829700963,1.089441,147.24760227840002,5.2,5.53838206761273,12.5,0.522149158579622,6.51,6.1,0.0,0.004466501821825911,3.631302294167407e-06,0.06509999999999999,0.061,0.024848178027388597,0.1,1230.0,12.787660342034307,1203.5225048923678,4.95792723687002,103.98457104238926,1.5,28.9647,18.02,0.11730058195785442,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.07181603755030311,1.3315390000000003,147.24760227840002,5.2,6.7691336381933365,12.5,0.522149158579622,6.51,6.1,0.0,0.0043968431835758786,3.5746692549397385e-06,0.06509999999999999,0.061,0.029894259466769074,0.1,1230.0,9.549053686944545,1203.5225048923678,4.957922780145051,86.43221740398513,1.5,28.9647,18.02,0.1570836283024357,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
Air Density @25C and 1.02 atm (kg/m^3),3,0.09293297869607513,1.089441,135.92086364160002,4.8,5.112352677796365,12.5,0.522149158579622,7.0,6.61,0.0,0.004279929220764816,3.479617252654322e-06,0.07,0.0661,0.021974557161866356,0.1,1230.0,17.068864756283368,1203.5225048923678,4.239923268341566,111.84693130740939,1.5,28.9647,18.02,0.08787930664503167,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.07733916783230596,1.3315390000000003,135.92086364160002,4.8,6.248431050640003,12.5,0.522149158579622,7.0,6.61,0.0,0.004208119781440713,3.4212355946672465e-06,0.07,0.0661,0.026405262815956544,0.1,1230.0,14.703907733957138,1203.5225048923678,4.239919628638147,93.07942899582811,1.5,28.9647,18.02,0.10201369779653247,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682
Air Density @25C and 1.02 atm (kg/m^3),4,0.10482143282060973,1.089441,118.93075568640002,4.2,4.47330859307182,12.5,0.522149158579622,8.29,7.66,0.0,0.006986219970061851,5.6798536341966275e-06,0.08289999999999999,0.0766,0.031471383835404015,0.1,1230.0,10.569927938741232,1203.5225048923678,3.1664987669265385,126.15495339466727,1.5,28.9647,18.02,0.14191203655250598,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.08742444902273672,1.3315390000000003,118.93075568640002,4.2,5.4673771693100015,12.5,0.522149158579622,8.29,7.66,0.0,0.006854360356483916,5.572650696328387e-06,0.08289999999999999,0.0766,0.037734015865704545,0.1,1230.0,8.006749755643092,1203.5225048923678,3.166494505668737,105.21729187667921,1.5,28.9647,18.02,0.18734193596381754,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347
Air Density @25C and 1.02 atm (kg/m^3),5,0.11459443012531138,1.089441,107.60401704960002,3.8,4.047279203255456,12.5,0.522149158579622,8.91,8.22,0.0,0.0077299676020470935,6.284526505729344e-06,0.0891,0.08220000000000001,0.031529055696661985,0.1,1230.0,11.082705684790104,1203.5225048923678,2.6676382317458702,137.91697559112816,1.5,28.9647,18.02,0.13534601050162315,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.09574838465917107,1.3315390000000003,107.60401704960002,3.8,4.946674581756668,12.5,0.522149158579622,8.91,8.22,0.0,0.007570582647556033,6.154945241915474e-06,0.0891,0.08220000000000001,0.037734883808320345,0.1,1230.0,9.001071054613789,1203.5225048923678,2.667634191170399,115.23533574440353,1.5,28.9647,18.02,0.16664683468209338,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
Molar Mass Air (g/mol),1,0.06640328000873083,1.21049,158.5743409152,5.6,7.363470935097644,12.5,0.522149158579622,6.05,5.62,0.0,0.004583808121437825,3.7266732694616462e-06,0.0605,0.0562,0.03390816640281223,0.1,1230.0,20.353351160487403,1203.5225048923678,5.769993783731831,79.91784188917703,1.5,26.06823,18.02,0.07369793741445374,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07998265771625601,1.21049,158.5743409152,5.6,6.024658037807162,12.5,0.522149158579622,6.05,5.62,0.0,0.004650942976802499,3.7812544526849588e-06,0.0605,0.0562,0.028151270944463163,0.1,1230.0,8.13448051607301,1203.5225048923678,5.769999186284344,96.26092856261731,1.5,31.861170000000005,18.02,0.18440022039958587,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
Molar Mass Air (g/mol),2,0.07114882884153556,1.21049,147.24760227840002,5.2,6.8375087254478135,12.5,0.522149158579622,6.51,6.1,0.0,0.00439370831564954,3.5721205818288942e-06,0.06509999999999999,0.061,0.03017459732451243,0.1,1230.0,9.32769111364002,1203.5225048923678,4.957922579577951,85.62921670752323,1.5,26.06823,18.02,0.1608115000513394,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.08560994423935597,1.21049,147.24760227840002,5.2,5.594325320820937,12.5,0.522149158579622,6.51,6.1,0.0,0.004462670850036551,3.6281876829565452e-06,0.06509999999999999,0.061,0.02507754536554225,0.1,1230.0,12.660297090284434,1203.5225048923678,4.9579269917661515,103.03349453464564,1.5,31.861170000000005,18.02,0.11848063195539908,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
Molar Mass Air (g/mol),3,0.07662486948112697,1.21049,135.92086364160002,4.8,6.311546515797982,12.5,0.522149158579622,7.0,6.61,0.0,0.004204888113139135,3.418608222064337e-06,0.07,0.0661,0.02665141313007266,0.1,1230.0,14.561597319089007,1203.5225048923678,4.2399194648393,92.21975485497667,1.5,26.06823,18.02,0.10301067713454955,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.09208898775337467,1.21049,135.92086364160002,4.8,5.1639926038347115,12.5,0.522149158579622,7.0,6.61,0.0,0.004275979970749714,3.4764064802843207e-06,0.07,0.0661,0.022175952873415904,0.1,1230.0,16.968047694685648,1203.5225048923678,4.239923068171357,110.83116921394407,1.5,31.861170000000005,18.02,0.08840144882842334,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682
Molar Mass Air (g/mol),4,0.08662572227050522,1.21049,118.93075568640002,4.2,5.522603201323234,12.5,0.522149158579622,8.29,7.66,0.0,0.006848425850494032,5.567825894710595e-06,0.08289999999999999,0.0766,0.03808193986738791,0.1,1230.0,7.834188835498841,1203.5225048923678,3.166494313885795,104.25600625510901,1.5,26.06823,18.02,0.1914684508500857,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.10388180072357482,1.21049,118.93075568640002,4.2,4.518493528355372,12.5,0.522149158579622,8.29,7.66,0.0,0.0069789686012457835,5.673958212394946e-06,0.08289999999999999,0.0766,0.03175604892769039,0.1,1230.0,10.468260949811988,1203.5225048923678,3.166498532586465,125.02408501956656,1.5,31.861170000000005,18.02,0.1432902759294456,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347
Molar Mass Air (g/mol),5,0.09488149120852483,1.21049,107.60401704960002,3.8,4.996640991673402,12.5,0.522149158579622,8.91,8.22,0.0,0.007563409120686473,6.149113106249165e-06,0.0891,0.08220000000000001,0.038079652036745806,0.1,1230.0,8.869879270419503,1203.5225048923678,2.6676340093142747,114.19200996720699,1.5,26.06823,18.02,0.16911165916343493,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.11357827185939616,1.21049,107.60401704960002,3.8,4.088160811369146,12.5,0.522149158579622,8.91,8.22,0.0,0.0077212027599841354,6.277400617873281e-06,0.0891,0.08220000000000001,0.03181113879264645,0.1,1230.0,10.99674092545213,1203.5225048923678,2.6676380095476255,136.6940062495668,1.5,31.861170000000005,18.02,0.136404050087988,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
Molar Mass Water (g/mol),1,0.08138061949494842,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,8.49713335085285,1203.5225048923678,5.769996485097921,97.94340702425298,1.5,28.9647,16.218,0.17653012352094558,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,700.2241553829078,298.15,0.33650520272257956,0.0665841432231396,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,20.353341640192546,1203.5225048923678,5.769996485097921,80.13551483802516,1.5,28.9647,19.822000000000003,0.07369797188673387,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,572.9106725860155,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
Molar Mass Water (g/mol),2,0.0871510439991771,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,12.905378696147698,1203.5225048923678,4.957924785747473,104.88824277787458,1.5,28.9647,16.218,0.11623060704508852,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,700.2241553829078,298.15,0.3124691168138239,0.07130539963569035,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,9.380650881411272,1203.5225048923678,4.957924785747473,85.81765318189738,1.5,28.9647,19.822000000000003,0.15990361638683354,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,572.9106725860155,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
