%Change,,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Variable,,A,Air Density @25C and 1.02 atm (kg/m^3),Air Flow Rate (L/min),Air Flow Rate (scfm),Air Molar Flow Rate (mol/min),CO2 Flow Rate (L/min),CO2 Molar Flow Rate (mol/min),CO2 concentration in gas-phase @inlet (% v/v),CO2 concentration in gas-phase @outlet (% v/v),CO2 mole fraction in Liquid-phase @inlet,CO2 mole fraction in Liquid-phase @outlet,CO2 mole fraction in gas-phase @Equilibrium,CO2 mole fraction in gas-phase @inlet,CO2 mole fraction in gas-phase @outlet,CO2_transferred,D Diameter (m),H,HOG,K,Kya,L_V,Lt Height (m),Molar Mass Air (g/mol),Molar Mass Water (g/mol),NOG,R,Room Pressure (atm),Room Temp (K),V,Water Flow Rate (L/min),Water Flow Rate (gpm),Water Molar Flow Rate (mol/min),Water Temp (K),superficial_velocity,A,Air Density @25C and 1.02 atm (kg/m^3),Air Flow Rate (L/min),Air Flow Rate (scfm),Air Molar Flow Rate (mol/min),CO2 Flow Rate (L/min),CO2 Molar Flow Rate (mol/min),CO2 concentration in gas-phase @inlet (% v/v),CO2 concentration in gas-phase @outlet (% v/v),CO2 mole fraction in Liquid-phase @inlet,CO2 mole fraction in Liquid-phase @outlet,CO2 mole fraction in gas-phase @Equilibrium,CO2 mole fraction in gas-phase @inlet,CO2 mole fraction in gas-phase @outlet,CO2_transferred,D Diameter (m),H,HOG,K,Kya,L_V,Lt Height (m),Molar Mass Air (g/mol),Molar Mass Water (g/mol),NOG,R,Room Pressure (atm),Room Temp (K),V,Water Flow Rate (L/min),Water Flow Rate (gpm),Water Molar Flow Rate (mol/min),Water Temp (K),superficial_velocity,A,Air Density @25C and 1.02 atm (kg/m^3),Air Flow Rate (L/min),Air Flow Rate (scfm),Air Molar Flow Rate (mol/min),CO2 Flow Rate (L/min),CO2 Molar Flow Rate (mol/min),CO2 concentration in gas-phase @inlet (% v/v),CO2 concentration in gas-phase @outlet (% v/v),CO2 mole fraction in Liquid-phase @inlet,CO2 mole fraction in Liquid-phase @outlet,CO2 mole fraction in gas-phase @Equilibrium,CO2 mole fraction in gas-phase @inlet,CO2 mole fraction in gas-phase @outlet,CO2_transferred,D Diameter (m),H,HOG,K,Kya,L_V,Lt Height (m),Molar Mass Air (g/mol),Molar Mass Water (g/mol),NOG,R,Room Pressure (atm),Room Temp (K),V,Water Flow Rate (L/min),Water Flow Rate (gpm),Water Molar Flow Rate (mol/min),Water Temp (K),superficial_velocity
Parameter,Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Flow Rate (scfm),5,0.11459443012531138,1.21049,96.84361534464001,3.42,4.047279203255456,12.5,0.522149158579622,8.91,8.22,0.0,0.0077299676020470935,6.284526505729344e-06,0.0891,0.08220000000000001,0.031529055696661985,0.1,1230.0,11.082705684790104,1203.5225048923678,2.400874408571283,137.91697559112816,1.5,28.9647,18.02,0.13534601050162315,0.08206,1.022,298.15,109.34361534464001,11.356235351999999,3.0,630.2017398446171,298.15,0.2055085345198611,0.09574838465917108,1.21049,118.36441875456,4.18,4.9466745817566675,12.5,0.522149158579622,8.91,8.22,0.0,0.007570582647556033,6.154945241915474e-06,0.0891,0.08220000000000001,0.03773488380832034,0.1,1230.0,9.001071054613787,1203.5225048923678,2.934397610287438,115.23533574440354,1.5,28.9647,18.02,0.1666468346820934,0.08206,1.022,298.15,130.86441875456,11.356235351999999,3.0,630.2017398446171,298.15,0.2511770977464969,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
CO2 Flow Rate (L/min),1,0.07378142223192316,1.21049,158.5743409152,5.6,6.6271238415878795,11.25,0.4699342427216598,6.05,5.62,0.0,0.004583808121437825,3.7266732694616462e-06,0.0605,0.0562,0.030517349762531006,0.1,1230.0,5.8270717273116555,1203.5225048923678,5.769993783731831,88.7976020990856,1.5,28.9647,18.02,0.2574191755645389,0.08206,1.022,298.15,169.8243409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07271150701477819,1.21049,158.5743409152,5.6,6.6271238415878795,13.750000000000002,0.5743640744375842,6.05,5.62,0.0,0.004650942976802499,3.7812544526849588e-06,0.0605,0.0562,0.030966398038909482,0.1,1230.0,5.1425658399310334,1203.5225048923678,5.769999186284344,87.50993505692482,1.5,28.9647,18.02,0.2916831882545458,0.08206,1.022,298.15,172.3243409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
CO2 Flow Rate (L/min),2,0.07905425426837284,1.21049,147.24760227840002,5.2,6.153757852903032,11.25,0.4699342427216598,6.51,6.1,0.0,0.00439370831564954,3.5721205818288942e-06,0.06509999999999999,0.061,0.02715713759206119,0.1,1230.0,11.437064898462218,1203.5225048923678,4.957922579577951,95.14357411947024,1.5,28.9647,18.02,0.13115253024416115,0.08206,1.022,298.15,158.49760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.07782722203577816,1.21049,147.24760227840002,5.2,6.153757852903032,13.750000000000002,0.5743640744375842,6.51,6.1,0.0,0.004462670850036551,3.6281876829565452e-06,0.06509999999999999,0.061,0.027585299902096478,0.1,1230.0,11.166831074108241,1203.5225048923678,4.9579269917661515,93.66681321331421,1.5,28.9647,18.02,0.13432638051433823,0.08206,1.022,298.15,160.99760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
CO2 Flow Rate (L/min),3,0.08513874386791885,1.21049,135.92086364160002,4.8,5.680391864218183,11.25,0.4699342427216598,7.0,6.61,0.0,0.004204888113139135,3.418608222064337e-06,0.07,0.0661,0.023986271817065394,0.1,1230.0,16.03604435465244,1203.5225048923678,4.2399194648393,102.46639428330741,1.5,28.9647,18.02,0.09353927731964735,0.08206,1.022,298.15,147.17086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08371726159397697,1.21049,135.92086364160002,4.8,5.680391864218183,13.750000000000002,0.5743640744375842,7.0,6.61,0.0,0.004275979970749714,3.4764064802843207e-06,0.07,0.0661,0.0243935481607575,0.1,1230.0,15.819355103271429,1203.5225048923678,4.239923068171357,100.75560837631278,1.5,28.9647,18.02,0.09482055306349381,0.08206,1.022,298.15,149.67086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682
CO2 Flow Rate (L/min),4,0.09625080252278356,1.21049,118.93075568640002,4.2,4.970342881190911,11.25,0.4699342427216598,8.29,7.66,0.0,0.006848425850494032,5.567825894710595e-06,0.08289999999999999,0.0766,0.034273745880649124,0.1,1230.0,9.51971111885992,1203.5225048923678,3.166494313885795,115.84000695012111,1.5,28.9647,18.02,0.1575678065512181,0.08206,1.022,298.15,130.1807556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.09443800065779527,1.21049,118.93075568640002,4.2,4.970342881190911,13.750000000000002,0.5743640744375842,8.29,7.66,0.0,0.0069789686012457835,5.673958212394946e-06,0.08289999999999999,0.0766,0.03493165382045944,0.1,1230.0,9.254380386157496,1203.5225048923678,3.166498532586465,113.65825910869684,1.5,28.9647,18.02,0.16208540576564887,0.08206,1.022,298.15,132.68075568640003,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347
CO2 Flow Rate (L/min),5,0.10542387912058315,1.21049,107.60401704960002,3.8,4.496976892506062,11.25,0.4699342427216598,8.91,8.22,0.0,0.007563409120686476,6.1491131062491675e-06,0.0891,0.08220000000000001,0.03427168683307123,0.1,1230.0,10.21699005959185,1203.5225048923678,2.6676340093142747,126.88001107467443,1.5,28.9647,18.02,0.14681427614699297,0.08206,1.022,298.15,118.85401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10325297441763287,1.21049,107.60401704960002,3.8,4.496976892506062,13.750000000000002,0.5743640744375842,8.91,8.22,0.0,0.007721202759984135,6.27740061787328e-06,0.0891,0.08220000000000001,0.034992252671911105,0.1,1230.0,9.97702575331557,1203.5225048923678,2.6676380095476255,124.26727840869708,1.5,28.9647,18.02,0.15034540724739728,0.08206,1.022,298.15,121.35401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
CO2 concentration in gas-phase @inlet (% v/v),1,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,5.445,5.62,0.0,-0.0018914528303773902,-1.5377665287621059e-06,0.054450000000000005,0.0562,-0.01251122775029309,0.1,1230.0,-57.136941310919156,1203.5225048923678,6.082673453368696,88.14906632182769,1.5,28.9647,18.02,-0.026252717866669256,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.655,5.62,0.0,0.01104218229386933,8.977383978755552e-06,0.06655,0.0562,0.07399497555173362,0.1,1230.0,8.893626466090037,1203.5225048923678,5.496629918621254,88.14906632182769,1.5,28.9647,18.02,0.1686601079682465,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
CO2 concentration in gas-phase @inlet (% v/v),2,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,5.859,6.1,0.0,-0.0026213430726275064,-2.1311732297784603e-06,0.05859,0.061,-0.016088935897673167,0.1,1230.0,-46.220096321322615,1203.5225048923678,5.226194250212569,94.39941850008714,1.5,28.9647,18.02,-0.03245341570843954,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,7.1610000000000005,6.1,0.0,0.011379284771533882,9.251451033767384e-06,0.07161000000000001,0.061,0.07083137339183102,0.1,1230.0,9.372631745848189,1203.5225048923678,4.723359121453906,94.39941850008714,1.5,28.9647,18.02,0.160040428416966,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
CO2 concentration in gas-phase @inlet (% v/v),3,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,6.3,6.61,0.0,-0.003396452958201838,-2.761343868456779e-06,0.063,0.0661,-0.01922787717067323,0.1,1230.0,-39.56192746356696,1203.5225048923678,4.469033945126853,101.60380036637783,1.5,28.9647,18.02,-0.03791524064092599,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.700000000000001,6.61,0.0,0.011761952384773896,9.562562914450322e-06,0.07700000000000001,0.0661,0.06760769714849613,0.1,1230.0,9.845014326204426,1203.5225048923678,4.039574899893822,101.60380036637783,1.5,28.9647,18.02,0.15236138316299422,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682
CO2 concentration in gas-phase @inlet (% v/v),4,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,7.460999999999999,7.66,0.0,-0.002203901863258396,-1.7917901327304032e-06,0.07461,0.0766,-0.010930059159143392,0.1,1230.0,-64.59445737375673,1203.5225048923678,3.338238106290138,114.73876252917535,1.5,28.9647,18.02,-0.023221806653172944,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,9.119,7.66,0.0,0.01586690476915108,1.2899922576545595e-05,0.09119,0.0766,0.08013545886025203,0.1,1230.0,8.623930782463006,1203.5225048923678,3.016353648032719,114.73876252917535,1.5,28.9647,18.02,0.17393460567312183,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347
CO2 concentration in gas-phase @inlet (% v/v),5,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.019,8.22,0.0,-0.0022484274964777277,-1.827989834534738e-06,0.08019,0.08220000000000001,-0.010088443362682284,0.1,1230.0,-67.57782899815291,1203.5225048923678,2.812357125725997,125.56005436609797,1.5,28.9647,18.02,-0.022196629016315382,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,9.801,8.22,0.0,0.017339745042970995,1.4097353693472353e-05,0.09801,0.08220000000000001,0.07935238286766462,0.1,1230.0,8.547523970237817,1203.5225048923678,2.541117309703526,125.56005436609797,1.5,28.9647,18.02,0.17548941719531272,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
CO2 concentration in gas-phase @outlet (% v/v),1,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.058,0.0,0.0105882824140444,8.60835968621496e-06,0.0605,0.05058,0.0709207881616616,0.1,1230.0,8.396883816579708,1203.5225048923678,6.075921460226011,88.14906632182769,1.5,28.9647,18.02,0.17863769855172215,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,6.182,0.0,-0.001426033090364821,-1.1593764962315618e-06,0.0605,0.06182000000000001,-0.009437040360221164,0.1,1230.0,-79.36204560094227,1203.5225048923678,5.502156417320076,88.14906632182769,1.5,28.9647,18.02,-0.01890072248820903,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
CO2 concentration in gas-phase @outlet (% v/v),2,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,5.49,0.0,0.010944370000172003,8.897861788757726e-06,0.06509999999999999,0.054900000000000004,0.06809425151712299,0.1,1230.0,8.822220902678135,1203.5225048923678,5.2211934734336705,94.39941850008714,1.5,28.9647,18.02,0.17002521434763093,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.71,0.0,-0.0021744187499041228,-1.7678201218732705e-06,0.06509999999999999,0.06709999999999999,-0.01335181402296532,0.1,1230.0,-58.69663448718833,1203.5225048923678,4.727452348666379,94.39941850008714,1.5,28.9647,18.02,-0.02555512787240645,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239,0.0784359395992594,1.21049,147.24760227840002,5.2,6.153757852903032,12.5,0.522149158579622,6.51,6.1,0.0,0.004428190777089181,3.600155103324537e-06,0.06509999999999999,0.061,0.027371218747078832,0.1,1230.0,11.302868391909985,1203.5225048923678,4.957924785747473,94.39941850008714,1.5,28.9647,18.02,0.13270967580880824,0.08206,1.022,298.15,159.74760227840002,11.356235351999999,3.0,630.2017398446171,298.15,0.3124691168138239
CO2 concentration in gas-phase @outlet (% v/v),3,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,5.949000000000001,0.0,0.01134588669521208,9.224298126188683e-06,0.07,0.05949000000000001,0.06518870614960492,0.1,1230.0,9.239168749078091,1203.5225048923678,4.465368552176291,101.60380036637783,1.5,28.9647,18.02,0.16235226790826543,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,7.271000000000001,0.0,-0.002967889097226601,-2.412917965224879e-06,0.07,0.07271000000000001,-0.016808886171782077,0.1,1230.0,-47.91998898918289,1203.5225048923678,4.042575175302652,101.60380036637783,1.5,28.9647,18.02,-0.03130217747626359,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682,0.08442201949141313,1.21049,135.92086364160002,4.8,5.680391864218183,12.5,0.522149158579622,7.0,6.61,0.0,0.004240435310838139,3.447508382795235e-06,0.07,0.0661,0.024189909988911445,0.1,1230.0,15.928048045695409,1203.5225048923678,4.2399212665688815,101.60380036637783,1.5,28.9647,18.02,0.0941734979513311,0.08206,1.022,298.15,148.42086364160002,11.356235351999999,3.0,630.2017398446171,298.15,0.2884330309050682
CO2 concentration in gas-phase @outlet (% v/v),4,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,6.894,0.0,0.015192176412039723,1.2351362936617662e-05,0.08289999999999999,0.06894,0.07667518887519656,0.1,1230.0,8.156265971031173,1203.5225048923678,3.334234007196957,114.73876252917535,1.5,28.9647,18.02,0.18390768586110237,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,8.426,0.0,-0.001505134029339528,-1.2236862027150635e-06,0.08289999999999999,0.08426,-0.007469789174088002,0.1,1230.0,-99.88177577672798,1203.5225048923678,3.019631198903985,114.73876252917535,1.5,28.9647,18.02,-0.015017754623756836,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347,0.0953357848006644,1.21049,118.93075568640002,4.2,4.970342881190911,12.5,0.522149158579622,8.29,7.66,0.0,0.006913701515882198,5.620895541367641e-06,0.08289999999999999,0.0766,0.03460269985055428,0.1,1230.0,9.388098233476148,1203.5225048923678,3.166496423373358,114.73876252917535,1.5,28.9647,18.02,0.15977676870181112,0.08206,1.022,298.15,131.4307556864,11.356235351999999,3.0,630.2017398446171,298.15,0.2523789020419347
CO2 concentration in gas-phase @outlet (% v/v),5,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,7.398000000000001,0.0,0.016595540868975907,1.3492309649573908e-05,0.0891,0.07398,0.07588918589241551,0.1,1230.0,8.087947191503021,1203.5225048923678,2.808911161387755,125.56005436609797,1.5,28.9647,18.02,0.18546115157327678,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,9.042000000000002,0.0,-0.001475440435307536,-1.1995450693557204e-06,0.0891,0.09042000000000001,-0.0066252463874331815,0.1,1230.0,-109.0622390444587,1203.5225048923678,2.543938054401469,125.56005436609797,1.5,28.9647,18.02,-0.013753614570378773,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179,0.10432713460337573,1.21049,107.60401704960002,3.8,4.496976892506062,12.5,0.522149158579622,8.91,8.22,0.0,0.007642312212980932,6.213261961773116e-06,0.0891,0.08220000000000001,0.034631969752491165,0.1,1230.0,10.09774396335529,1203.5225048923678,2.6676360095884717,125.56005436609797,1.5,28.9647,18.02,0.14854803265397692,0.08206,1.022,298.15,120.10401704960002,11.356235351999999,3.0,630.2017398446171,298.15,0.228342816133179
D Diameter (m),1,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.09000000000000001,1230.0,5.507544417720072,1203.5225048923678,7.123452450738173,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.4154385218797278,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.11000000000000001,1230.0,5.507544417720072,1203.5225048923678,4.768592136444562,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.2781034733244459,0.07324255754545358,1.21049,158.5743409152,5.6,6.6271238415878795,12.5,0.522149158579622,6.05,5.62,0.0,0.004617376681119227,3.753964781397746e-06,0.0605,0.0562,0.030741873900720244,0.1,1230.0,5.507544417720072,1203.5225048923678,5.769996485097921,88.14906632182769,1.5,28.9647,18.02,0.2723536818284884,0.08206,1.022,298.15,171.0743409152,11.356235351999999,3.0,630.2017398446171,298.15,0.33650520272257956
